citing_opinion_id,cited_opinion_id
1063822,1063059
1063822,439960
1063822,777629
1063822,111262
1063822,547489
1063822,1059619
1063822,2191658
1063822,1307057
1063822,1063608
1063822,1059902
1063822,771007
1063822,744128
1063822,538818
1063822,1480134
1063822,1065613
1063822,713016
1063822,1218003
1063822,1063382
1063822,789723
1063822,1344610
1063822,109925
1063822,1064446
1066290,1409360
1066290,1376448
1066290,1218003
1066290,1261417
1068563,1372288
1068563,1340868
1068563,1376668
1068563,1200077
1068563,1336431
1070688,1303200
1070688,1322065
1070688,1250744
1070688,1409085
1072699,1659210
1072699,1082127
1072699,1728592
1072699,2428628
1072699,1631159
1072699,2435802
1072699,1075066
1072699,1079551
1074534,108416
1074534,1060500
1074534,596188
1076150,1385297
1076150,1348362
1076150,1376652
1076150,109382
1077631,2369968
1078864,1200578
1078864,2376013
1078864,1532880
1078864,1060826
1078864,1506267
1078864,112608
1078864,2406378
1078864,1151144
1078864,1080818
1078864,1060855
1080008,752081
1080008,112595
1080008,1060948
1080008,100567
1080008,1060825
1080008,1471322
1080008,572508
1080008,1200095
1080008,112608
1080008,1135841
1080008,107979
1080008,2456531
1080008,1060855
1080008,1889656
1080008,1653372
1080008,716670
1080008,110719
1080955,1721072
1080955,2462859
1081658,2384392
1081658,112236
1081658,1758026
1081658,2376651
1081658,2429516
1081658,2410221
1081658,2411822
1081658,2040528
1081658,2465201
1081658,1516927
1081658,1518420
1039183,2328918
1042488,434704
1042488,664909
1042488,480374
1042488,714815
1045426,1053216
1045426,1060490
1045426,2457510
1045426,1060750
1048196,2383840
1048196,1672384
1048196,1073954
1048196,3318980
1048196,105382
1048196,107686
1048196,1776593
1048196,1764456
1048196,1060982
1048196,2374507
1048196,2410895
1048196,1674129
1048196,2383667
1048196,2438613
1048196,106550
1048196,107966
1048196,1510138
1048196,106383
1048196,108410
1048196,2369694
1048196,111893
1050930,118381
1050930,1494902
1053622,1060512
1053622,111170
1053622,1396971
1053622,1769614
1053622,1060765
1053622,109648
1053622,1060371
1053622,108215
1053622,1061016
1053622,2277242
1053622,111539
1056249,1568130
1056249,1058533
1056249,2372614
1056249,1656007
1056249,1748426
1056249,2375186
1056249,1709171
1056249,1471450
1056249,1383163
1058762,2466784
1058762,2277691
1058762,2438436
1058762,1061000
1058762,1510570
1058762,1621808
1058762,1794769
1058762,1568405
1058762,1061015
1058762,1060506
1058762,2426683
1058762,1524893
1058762,2371326
1061343,1067330
1061343,1058287
1061343,1065977
1061343,1059413
1061343,1261143
1061343,1058041
1061343,1067679
1061343,1341885
1061343,1224894
1061343,1066111
1063852,1062788
1063852,1058694
1063852,1058726
1063852,1058508
1063852,1331891
1063852,1059475
1063852,2077559
1063852,1064350
1063852,1228607
1066285,1379777
1066285,494627
182334,715819
1066285,1066570
1066285,1295727
1066285,1287281
1066285,103099
1066285,1067197
1068573,1217440
1068573,1064711
1070681,1067073
1070681,1233355
1070681,1067400
1070681,1376491
1070681,118030
1070681,1233326
1070681,109336
1070681,1305821
1072701,1512480
1072701,1754339
1072701,2448102
1072701,1517402
1072701,2369325
1072701,1521330
1072701,1483923
1072701,1060984
1072701,1716729
1072701,2441882
1072701,2435802
1074515,1528608
1074515,1638275
1074515,1529668
1074515,2432905
1074515,2396204
1074515,411662
1074515,2371567
1074515,2437456
1074515,2459506
1074515,2369875
1074515,491508
1074515,2455908
1074515,1484058
1074515,1060798
1076118,1473346
1076118,108485
1076118,108713
1076118,107082
1076118,1719415
1076118,100233
1076118,108497
1076118,108489
1076118,2451859
1076118,2431350
1076118,111255
1077605,1379777
1077605,1326819
1077605,1326694
1077605,1338732
1077605,1295727
1077605,1326617
1078905,1245656
1078905,1219498
1080018,1060864
1080018,2384392
1080018,2469647
1080018,2449561
1080018,1683439
1080018,2461340
1080018,1523290
1080018,2417054
1080018,2425376
1080018,2364071
1080018,2446760
1080018,2466733
1080018,111662
1080018,1504175
1080018,1528630
1080018,1083067
1080018,2447548
1080018,1782339
1080018,2435269
1080018,1060934
1080018,1775821
1080018,1060945
1080018,2429907
1080018,112601
1080018,1060826
1080018,2442934
1080018,1060730
1080018,1060830
1080018,1060703
1080018,1060705
1080018,1060963
1080018,1498212
1080018,1728613
1080018,2462824
1080018,2462953
1080018,1720938
1080018,109935
1080018,111092
1080018,112122
1039180,2585381
1039180,1448045
1039180,117861
1039180,111958
1039180,2457847
1039180,2514778
1039180,931615
1039180,2570655
1042481,2519876
1042481,2597655
1042481,1234032
1042481,2600567
1042481,2582746
1042481,2247739
1042481,2519770
1042481,2625375
1045439,2372340
1045439,1057702
1048166,1060866
1048166,1988100
1048166,1683977
1048166,1685770
1048166,1060631
1048166,2453257
1048166,423490
1048166,1073430
1048166,3891609
1048166,1783044
1048166,3891867
1048166,1495454
1048166,1756064
1048166,1780763
1048166,1057702
1048166,2435332
1048166,1057714
1048166,1769267
1048166,1060660
1048166,1060638
1048166,1060918
1048166,2411063
1048166,104761
1048166,1057595
1048166,1513024
1048166,1057985
1048166,1737282
1048166,1058755
1048166,1057734
1048166,2388306
1048166,1057635
1048166,2468181
1048166,1674425
1048166,1793755
1048166,1057628
1048166,2052962
1048166,3895267
1048166,2189030
1048166,1574503
1048166,1735543
1048166,2398328
1048166,1638395
1050928,2429816
1050928,1073916
1050928,1579179
1050928,1060379
1053605,3644377
1053605,2142570
1053605,2336165
1053605,1060982
1056247,1764642
1056247,1524805
1056247,1082279
1056247,1082184
1056247,1751177
1056247,2438284
1056247,2376013
1056247,3893745
1056247,1728626
1056247,110175
1056247,2468674
1056247,2393567
1058768,1059936
1058768,1060161
1058768,1059172
1058768,1059559
1058768,1238888
1058768,1325646
1058768,1058867
1058768,1059861
1058768,1215347
1058768,1400669
1058768,1210965
1061314,1257221
1061314,1059207
1061314,1067400
1061314,1062683
1061314,110890
1061314,1350447
1061314,145712
1061314,118066
1061314,1067062
1061314,110264
1061314,1364669
1061314,1068224
1061314,1293261
1061314,1312078
1061314,1062735
1061314,1063517
1061314,1222751
1061314,1058401
1061314,1376491
1061314,1058028
1061314,797553
1061314,1235573
1061314,145912
1061314,575227
1063837,1064579
1063837,1067400
1063837,1066761
1063837,1109514
1063837,118030
1063837,1067152
1063837,611606
1063837,1232803
1063837,106022
1063837,1270707
1063837,1066812
1063837,1349258
1063837,1066046
1063837,1141055
1063837,1149252
1063837,1065926
1063837,1067211
1063837,1066347
1063837,1067757
1063837,110959
1063837,1064433
1063837,1341044
1063837,1068028
1066302,1064533
1066302,1320045
1068564,1766129
1068564,1074748
1070692,1066296
1070692,1068360
1070692,1067485
1072697,1674129
1072697,1676421
1072697,1625062
1072697,1767783
1072697,1659210
1072697,1078827
1072697,1676125
1072697,2405584
1072697,2435345
1072697,112403
1072697,2405716
1072697,1775701
1072697,2452214
1072697,1072602
1072697,1580285
1072697,1750846
1074527,2462689
1074527,1060770
1074527,2455811
1074527,1060453
1074527,1789717
1074527,2425751
1074527,2103773
1076149,1068147
1076149,1272321
1076149,1364731
1076149,1060259
1076149,1264990
1077607,111170
1077607,1060938
1077607,2459031
1077607,1769614
1077607,1492822
1077607,2456151
1077607,2277242
1077607,1722779
1078906,1716664
1078906,2431409
1078906,2460058
1078906,2427077
1039187,1448390
1039187,2595531
1039187,1412046
1039187,2574991
1039187,1253271
1039187,1149687
1039187,1155001
1039187,2515162
1039187,2516670
1042471,2569285
1042471,2514219
1042471,2281264
1042471,2257969
1042471,2250837
1042471,1377307
1042471,2547294
1042471,2150111
1045441,1057701
1045441,1651558
1048177,2369921
1048177,1672196
1048177,1060490
1048177,1052397
1048177,1054353
1048177,2106007
1048177,2330904
1048177,1789215
1048177,1053216
1048177,1057702
1048177,1054762
1048177,2459566
1048177,1072303
1048177,1060408
1048177,1057977
1048177,1616138
1048177,2433095
1048177,2405707
1048177,1404877
1048177,2456528
1048177,2335569
1048177,2388306
1048177,1074517
1048177,1060696
1048177,1752929
1048177,1073318
1048177,1060843
1048177,1624045
1048177,1508718
1048177,1060592
1048177,1683708
1048177,1078398
1048177,1688277
1050909,1058888
1050909,2362733
1050909,1060945
1050909,1518420
1050909,1516950
1050909,110138
1050909,2461340
1050909,1484157
1050909,1060574
1053626,2355344
1053626,1060661
1053626,2364685
1053626,1060685
1053626,1580541
4263215,111170
4263215,1693796
4263215,836201
4263215,848898
1058756,1059235
1058756,1374885
1058756,1059014
1058756,1344071
1058756,1210636
1058756,1334286
1058756,1059473
1058756,1345937
1058756,1059158
1058756,1059512
1058756,1059674
1061330,1315235
1061330,1063686
1061330,1062824
1061330,1058749
1061330,1063114
1061330,1341963
1061330,1063086
1061330,1062063
1061330,1064625
1061330,1063954
1061330,1064478
1061330,1387926
1061330,1059127
1061330,110138
1061330,1058906
1061330,1064158
1061330,1067829
1063805,1067400
1063805,1282698
1063805,1064075
1063805,118030
1063805,610588
1063805,1315235
1063805,711204
1063805,310949
1063805,1202696
1063805,1068254
1063805,1062711
1063805,110138
1063805,1344315
1063805,538818
1063805,1063491
1063805,1064261
1063805,1212615
1063805,1242709
1063805,1058521
1063805,1064026
1063805,1059037
1063805,1064158
1063805,109925
1063805,1058787
1063805,1062885
1063805,108639
1063805,110959
1063805,107636
1063805,1063164
1066293,1409360
1066293,1376448
1066293,1218003
1066293,1261417
1068560,1234276
1068560,1212454
1068560,1249926
1068560,1064717
1068560,1200077
1068560,1269814
1068560,1336431
1070677,1067400
1070677,1066249
1070677,1376491
1070677,1261454
1070677,1068445
1070677,1065969
1070677,118030
1070677,106936
1070677,108893
1070677,1066990
1072700,2443840
1072700,1780609
1072700,1740283
1072700,1353349
1072700,2431025
1072700,1506382
1072700,1060945
1072700,1657175
1072700,110138
1072700,2363163
1072700,1484157
1074535,1060764
1074535,2372279
1076145,2443840
1076145,101897
1076145,2362733
1076145,2384720
1076145,1506546
1076145,2277242
1077632,1235968
1077632,1323270
1078906,2416645
1080018,1621755
1080018,2430975
1080954,111170
1080954,111539
1080954,1770362
1080954,1769614
1080954,2363351
1081658,2449274
1081658,110138
1081658,108639
1081658,109693
1081658,107486
1081658,107487
1082256,2192673
1082256,104357
1039178,2185744
1039178,1347748
1039178,2632535
1039178,1135656
1039178,2604779
1039178,2632392
1039178,1407600
1039178,2613224
1039178,1574322
1039178,1372631
1039178,1423352
1039178,110138
1039178,2588795
1042456,2521152
1042456,2590211
1042456,1433861
1042456,2179911
1042456,844263
1042456,2249677
1042456,844275
1042456,844245
1042456,2257974
1042456,2633881
1042456,2255166
1045433,136995
1045433,1651558
1045433,1724139
1045433,145708
1045433,1077323
1045433,1060502
1045433,1788314
1045433,2277050
1048194,3895041
1048194,1060994
1048194,109701
1048194,2426632
1048194,1757452
1048194,2403458
1048194,111891
1048194,1676309
1048194,3891478
1048194,1058201
1048194,127899
1048194,1061020
1048194,1057697
1048194,117925
1048194,106534
1048194,1057714
1048194,90760
1048194,766386
1048194,2410292
1048194,1745976
1048194,1061056
1048194,1591495
1048194,1057610
1048194,2131659
1048194,112471
1048194,112857
1048194,1060316
1629622,751769
1629622,2403738
1629622,2416924
1629622,490525
1629622,2415904
1629622,2520697
1629622,2412324
1629622,790054
1629622,694312
1629622,762269
1629622,770099
1629622,688693
1629622,127929
1629622,783294
1629622,112197
1629622,685132
1629622,793591
1629622,2636
1629622,710225
1629622,2470158
1629622,794967
1629622,775902
1629622,777312
1629622,478608
1629622,2414052
1629622,797350
1629622,111719
1629622,2417916
1629622,111722
1629622,794475
1629622,796151
1629622,108153
1629622,2324986
1629622,794364
1632009,2450063
1632009,1498391
1632009,2357913
1632009,1426203
1632009,2460573
1632009,1448350
1632009,2419049
1632009,1634080
1632009,1745059
1632009,2456997
1632009,2360371
1632009,1728566
1632009,2420536
1632009,2426803
1632009,2454590
1632009,1634881
1632009,1616709
1632009,1567953
1632009,3983960
1632009,1499878
1632009,2435433
1632009,1785625
1632009,2437878
1632009,1381623
1632009,1663866
1634280,1253600
1634280,104354
1634280,1582947
1634280,3561252
1634280,3654185
1634280,1167239
1634280,1347325
1634280,3866831
1634280,3598243
1634280,97846
1634280,1271593
1634280,1423608
1634280,3536250
1634280,1448795
1634280,1261372
1634280,3937373
1636761,1182400
1636761,1787362
1636761,1398468
1636761,1721361
1636761,1926889
1636761,1780455
1636761,1783842
1636761,1902094
1636761,2240625
1636761,2433203
1636761,1484054
1636761,306807
1636761,2413851
1636761,1526333
1636761,1650846
1639611,1630480
1639611,1755946
1639611,1470739
1639611,1513867
1642139,2349568
1642139,102884
1642139,102278
1642139,101991
1642139,103452
1642139,103495
1642139,1607757
1642139,1607536
1642139,107025
1642139,98003
1642139,103347
1642139,106012
1642139,1818109
1642139,103359
1644699,3597385
1644699,4010303
1646974,1704519
1649416,1551330
1649416,1943716
1649416,1481031
1649416,1473800
1649416,226473
1649416,3418252
1649416,1555150
1649416,227048
1649416,102770
1649416,1562675
1649416,1567790
1649416,1550230
1649416,2096760
1649416,1975160
1649416,2146805
1039171,1199808
1039171,2600182
1039171,393986
1039171,843301
1039171,1167685
1039171,2630280
1039171,106862
1039171,599208
1039171,2366898
1039171,867348
1039171,106558
1039171,111542
1039171,112566
1039171,867417
1039171,109659
1039171,2585950
1039171,2614597
1042483,2268641
1042483,2271659
1042483,2266821
1042483,2264615
1042483,2259880
1042483,507431
1042483,2514219
1042483,285522
1042483,2634703
1042483,1268018
1042483,1387477
1042483,2263894
1045431,1060512
1045431,111170
1045431,1057691
1045431,109382
1045431,1764642
1045431,1058530
1045431,1618013
1045431,1678167
1045431,1667501
1045431,2277242
1045431,1058491
1045431,2168477
1048194,1495140
1048194,1576940
1048194,3892848
1048194,2404213
1048194,118136
1048194,2412281
1048194,1795196
1048194,1057919
1050903,1780609
1050903,1077323
1050903,1531833
1050903,1060560
1050903,2456081
1050903,1751570
1050903,1518420
1050903,1674551
1050903,1504696
1050903,1747577
1050903,110138
1050903,1740283
1050903,1512446
1050903,2408703
1053631,1471450
1053631,2456300
1053631,2375186
1053631,1681414
1053631,1656007
1056244,1780609
1056244,1716361
1056244,1659435
1056244,1082862
1056244,1571919
1056244,2456081
1056244,1518420
1056244,2432629
1056244,1674551
1056244,1747577
1056244,110138
1056244,1075983
1056244,2465148
1056244,109437
1056244,1060703
1058770,1059169
1058770,1058852
1058770,1059479
1058770,111662
1058770,1290896
1058770,1059428
1058770,1378227
1058770,1256373
1058770,1238681
1058770,1067097
1058770,1058938
1061352,1376448
1061352,1212386
1061352,1063433
1061352,1269517
1061352,1063474
1061352,1218515
1061352,1261417
1061352,1336504
1061352,1067260
1063846,1060004
1063846,1064069
1063846,1059111
1063846,1063049
1063846,1064586
1063846,1305997
1063846,1063726
1063846,1297877
1063846,1238966
1063846,1064343
1063846,1369593
1063846,1064412
1063846,1063839
1066300,1064533
1066300,1320045
1068561,1630504
1068561,1382873
1068561,2381850
1068561,2342404
1068561,1681682
1070693,1390828
1070693,1400854
1072702,1083904
1072702,111170
1072702,1745414
1072702,2461384
1072702,1060938
1072702,1622092
1072702,1769614
1072702,1083679
1072702,2457978
1072702,111539
1072702,2372597
1072702,2429910
1072702,496597
1072702,1083067
1072702,2427548
1072702,2437821
1072702,111957
1074514,2443075
1074514,1520521
1074514,109772
1074514,1159885
1074514,1235459
1074514,1113649
1074514,1751491
1074514,1060986
1074514,1534601
1074514,1716377
1074514,2441562
1074514,3894843
1074514,2412634
1074514,2447038
1076144,1340609
1076144,1217131
1076144,1259272
1076144,1257291
1076144,1340815
1076144,1245656
1076144,1236669
1076144,1067679
1077625,1238752
1077625,1344898
1077625,1342308
1077625,1289423
1077625,1265391
1077625,1287313
1077625,1315091
1077625,1287278
1077625,1267578
1077625,1311407
1077625,1354778
1078910,1390728
1078910,1376491
1078910,1274508
1080056,110981
1080959,2363163
1080959,1740283
1081670,2467208
1081670,1659535
1081670,2456081
1081670,2428819
1039190,1150944
1039190,1238049
1039190,2567601
1039190,1192508
1039190,2630538
1039190,2586124
1039190,1404397
1039190,2621294
1039190,2586577
1039190,1423352
1039190,1349979
1039190,2602236
1039190,2524382
1039190,1356255
1042494,1408810
1042494,1119155
1042494,363140
1042494,109309
1042494,784847
1045418,1060352
1045418,1671361
1045418,2454578
1045418,1635604
1045418,1507304
1045418,2383305
1045418,1054955
1045418,1772333
1045418,1573792
1045418,1057874
1045418,1060435
1045418,3891700
1045418,1060437
1045418,1968640
1045418,1068824
1045418,3894067
1045418,1571698
1045418,1656437
1048210,1657265
1048210,1058458
1048210,1787762
1050912,111170
1050912,1769614
1050912,1057949
1050912,1678167
1050912,1061016
1050912,2437821
1053627,1617766
1053627,2452073
1053627,1078827
1053627,2337292
1053627,1075446
1053627,2366697
1053627,1637660
1056237,110914
1056237,1060708
1056237,1520677
1056237,1740678
1056237,1666311
1056237,1753160
1056237,1058826
1056237,1060523
1056237,2362733
1056237,1081009
1056237,1686195
1056237,1521044
1056237,1728885
1056237,1668982
1056237,1747577
1056237,110138
1056237,1060573
1058760,1059744
1058760,1232803
1058760,1060036
1058760,1282698
1058760,1302184
1058760,1063370
1058760,1305803
1058760,1059182
1058760,1059503
1058760,1059696
1058760,1059726
1058760,1059127
1058760,1058938
1058760,1305963
1058760,1277583
1058760,1059146
1058760,1059006
1061331,1058562
1061331,1063062
1061331,1058694
1061331,1380745
1061331,1381263
1061331,1063184
1061331,1157910
1061331,1308443
1061331,1059230
1061331,1315235
1061331,616357
1061331,1063720
1061331,1061935
1061331,1284873
1061331,110138
1061331,1325246
182334,1756
1061331,1062517
1061331,1058119
1061331,1058122
1061331,773815
1061331,1058258
1061331,1062123
1061331,1220798
1061331,1062651
1061331,1062780
1063841,1066391
1063841,1067301
1063841,1347783
1063841,1378954
1063841,118507
1063841,1059503
1063841,110032
1063841,106545
1063841,1206354
1063841,1059187
1063841,1256276
1063841,1060150
1063841,1087959
1063841,108567
1066261,1064288
1066261,1065915
1066261,1064199
1066261,1059368
1066261,1064041
1066261,1366795
1066261,1063660
1066261,1064335
1066261,1063728
1066261,1064648
1066261,1066595
1066261,1326390
1066261,1203548
1066261,1058991
1066261,1067516
1066261,1063647
1068572,1497505
1068572,1523778
1068572,1716729
1070682,2406913
1070682,1631458
1070682,3894787
1070682,1682474
1070682,2435979
1070682,3891769
1070682,1074813
1070682,1725919
1072694,1060617
1072694,3893387
1072694,2458775
1072694,2441882
1072694,1079197
1072694,2461765
1072694,1431967
1072694,3895214
1072694,2467774
1072694,1532100
1072694,1782508
1072694,2389704
1072694,1666914
1072694,1785934
1072694,721490
1072694,1566940
1072694,1081181
1072694,1785185
1072694,1733218
1072694,3890531
1072694,2551404
1072694,2382829
1072694,1638642
1072694,2412027
1072694,1710207
1074518,1524096
1074518,1733218
1074518,1504549
1074518,1653511
1074518,2383529
1074518,3895180
1039177,1302118
1039177,855367
1039177,578664
1039177,1217596
1039177,3771532
1039177,112590
1039177,2394741
1039177,1208304
1039177,2592762
1039177,111284
1039177,159950
1039177,1037046
1039177,2543513
1039177,1297466
1039177,1220571
1039177,2587516
1039177,2274490
1039177,1711295
1042495,1173825
1042495,1363107
1042495,2598244
1042495,2533722
1042495,1362811
1042495,2368735
1045411,1050476
1045411,1577539
1045411,1676309
1045411,1877271
1045411,1057564
1045411,2427041
1045411,1057702
1045411,1050158
1045411,2349619
1045411,1633333
1045411,1060918
1045411,1663161
1045411,1774907
1045411,1369151
1045411,1052610
1045411,1061059
1045411,1668553
1045411,2388306
1045411,1073750
1045411,1057628
1045411,1073388
1045411,1050099
1048222,1653511
1050914,1083904
1050914,2443840
1050914,1060945
1050914,1060577
1050914,2456081
1050914,1518420
1050914,1516950
1050914,110138
1050914,2428604
1050914,1060574
1053636,1471450
1053636,1580727
1053636,1681414
1053636,1504375
1056252,1060512
1056252,2462689
1056252,111170
1056252,1471236
1056252,1060938
1056252,1769614
1056252,1083472
1056252,1061016
1056252,2277242
1056252,1060828
1058780,1715073
1058780,1060994
1058780,2455747
1058780,2451593
1058780,1737297
1058780,1673493
1058780,1081590
1058780,1743162
1058780,2441758
1061313,1064846
1061313,1061922
1061313,1354661
1061313,1064743
1061313,1059755
1061313,1413296
1061313,1063346
1061313,1059001
1061313,1385546
1061313,1061715
1061313,1061721
1061313,1065445
1061313,1390460
1061313,1235690
1061313,1259687
1061313,1374829
1061313,1068271
1061313,1062640
1061313,1334257
1061313,1289973
1061313,1068023
1061313,1059707
1061313,1065468
1061313,1062653
1063839,1270368
1063839,1270752
1063839,1297877
1063839,1203555
1063839,764070
1063839,109030
1063839,1286971
1063839,1232411
1063839,1289765
1063839,104462
1063839,110991
1063839,118032
1063839,1366193
1063839,1067124
1063839,1059438
1063839,1064155
1063839,782331
1063839,1332923
1063839,1245854
1063839,1064069
1066282,1059392
1066282,109506
1066282,117923
1066282,1313990
1066282,106598
1066282,1218349
1066282,1241233
1066282,756563
1066282,1304725
1066282,426262
1066282,117975
1066282,111514
1066282,1059899
1066282,1294268
1066282,1059834
1066282,1200693
1068578,1340868
1068578,1312594
1068578,1376668
1068578,1200077
1068578,1336431
1070689,1341801
1070689,1316974
1070689,1251375
1070689,1157202
1070689,1364531
1070689,1248414
1072676,1566336
1072676,1667587
1072676,1734919
1072676,1081866
1072676,1638328
1072676,2393640
1072676,1060393
1072676,1082668
1072676,1667124
1072676,1377077
1072676,1683511
1072676,2464056
1072676,110138
1072676,1751615
1072676,1753160
1072676,2385231
1072676,1060560
1072676,2416465
1072676,1518420
1072676,1657175
1072676,1060415
1072676,1730266
1072676,1518815
1072676,1757412
1072676,1796325
1072676,1083242
1072676,1080685
1072676,1740283
1074518,2433420
1074518,1740386
1074518,1060847
1074518,1570864
1074518,1081969
1074518,1638642
1039172,2636005
1039172,1278982
1039172,2514189
1039172,2458702
1039172,2356925
1039172,1401712
1039172,1159154
1039172,91864
1039172,1192602
1039172,2585532
1039172,2604573
1039172,2448926
1042498,2572681
1042498,1227030
1045451,1060354
1045451,1657265
1045451,2438545
1045451,1357399
1045451,2362010
1045451,1859551
1048209,1534727
1050904,136995
1050904,1651558
1050904,1591751
1050904,1060681
1050904,2276935
1050904,1077323
1050904,1060560
1050904,1751570
1050904,1638302
1050904,1504696
1050904,1740283
1050904,1512446
1050904,1516927
1053615,1060560
1053615,1060514
1053615,2363163
1053615,1591751
1053615,1060488
1053615,1076268
1053615,1959818
1053615,2443116
1053615,1781135
1053615,1463696
1053615,2416465
1053615,1638328
1053615,1740283
1053615,2385308
1056248,1060512
1056248,1666337
1056248,111170
1056248,1083067
1056248,2454470
1056248,2461384
1056248,2358953
1056248,1060938
1056248,2376013
1056248,1769614
1056248,2429910
1056248,2438232
1056248,2277242
1056248,1637947
1058778,1271061
1058778,1394889
1058778,1059180
1058778,1060015
182334,1859798
1058778,1059252
1058778,1058837
1058778,1327100
1058778,1060158
1058778,1058847
1061349,1062788
1061349,1058277
1061349,1329521
1061349,1229128
1061349,1063627
1061349,1060172
1061349,1058958
1061349,1290831
1061349,1216632
1061349,1333620
1061349,1363879
1061349,1062230
1061349,1067256
1061349,1062393
1061349,1058779
1061349,1068124
1063849,1064288
1063849,1202608
1063849,1344898
1063849,1312899
1063849,1066885
1063849,1062694
1063849,1064935
1063849,1230147
1063849,1062990
1063849,1067856
1063849,1327825
1063849,1062659
1063849,1066270
1063849,1067193
1063849,1314013
1063849,1320126
1063849,1344703
1066294,1067395
1066294,1093956
1066294,1060140
1066294,1132236
1066294,1349204
1066294,105079
1066294,1067417
1066294,1376765
1068571,1330890
1068571,1341885
1068571,1257725
1068571,1222903
1068571,1225720
1068571,3990397
1068571,1409119
1070675,2443840
1070675,2384392
1070675,1081162
1070675,2362733
1070675,2411822
1070675,1518420
1070675,1728854
1070675,110138
1070675,1740283
1070675,1728701
1072688,1621888
1072688,2409605
1072688,2385308
1072688,1769126
1072688,1652648
1072688,1799723
1072688,1083569
1072688,2442291
1072688,1622708
1072688,2467128
1072688,110138
1072688,1753160
1072688,2335569
1072688,1518420
1072688,1657175
1072688,2450522
1072688,2464056
1072688,1653345
1072688,1060581
1072688,2385132
1072688,1060976
1072688,2466551
1072688,1740283
1072688,1516927
1074518,2369171
1074518,2462836
1074518,2383863
1074518,1733144
1074518,2449044
1074518,1503771
1074518,1617257
1076146,1340609
1076146,1217131
1076146,1259272
1076146,1257291
1076146,1340815
1076146,1245656
1076146,1236669
1076146,1067679
1077634,1340868
1077634,1376668
1077634,1255388
1077634,1336431
1078918,1314457
1080059,1777955
1080059,2457510
1080964,1491969
1080964,1487180
1081670,2455830
1081670,1061016
1081670,2410270
1081670,2392223
1081670,105249
1081670,2439717
1081670,2431016
1039174,1177024
1039174,1160454
1039174,2602055
1039174,1039176
1039174,2642697
1039174,1194826
1039174,111372
1039174,1446648
1039174,1174031
1039174,109136
1039174,2569585
1039174,1136820
1039174,1239030
1039174,2637132
1039174,2609177
1039174,2585950
1042477,1122433
1042477,2244418
1042477,2269380
1042477,2251581
1042477,2281193
1042477,2279522
1042477,2243662
1042477,2277103
1042477,2257328
1042477,104786
1042477,2255278
1042477,2262745
1042477,1314138
1042477,2257807
1042477,2244989
1042477,2257349
1045425,216733
1045425,344896
1045425,152241
1045425,2275066
1045425,1060395
1045425,1060685
1045425,1874589
1045425,1049741
1045425,107473
1045425,106515
1045425,1060948
1045425,145654
1045425,1057847
1045425,1058076
1045425,339194
1045425,110235
1045425,1389719
1045425,2462205
1045425,1057727
1048208,1061028
1048208,2388105
1048208,1728877
1048208,1073808
1048208,1058259
1048208,1510393
1048208,1052411
1050933,1060712
1050933,1471450
1050933,1748426
1053604,1572964
1053604,1483853
1053604,1060398
1053604,1060303
1053604,2385233
1053604,2441876
1053604,1494070
1053604,1074564
1056218,1591751
1056218,1075681
1056218,1060515
1056218,1083067
1056218,106598
1056218,2361031
1056218,1060681
1056218,1058506
1056218,1060459
1056218,1080685
1056218,1083470
1056218,118307
1629664,1941949
1629664,1585350
1629664,1630709
1632016,1662724
1632016,1411336
1632016,1768233
1632016,1653547
1632016,1439532
1632016,111662
1632016,1619312
1632016,1756433
1632016,1589582
1632016,117934
1632016,2336950
1632016,112601
1632016,2441092
1632016,2188508
1632016,1764767
1634293,3510529
1634293,3506756
1634293,3510407
1634293,3505515
1634293,3550125
1634293,3512463
1634293,3507034
1634293,3505615
1634293,3511326
1636732,106308
1636732,1855812
1636732,1125029
1636732,1849445
1636732,1149515
1636732,3467716
1636732,1142862
1636732,1678767
1636732,1131600
1636732,1739859
1636732,1771380
1636732,1131381
1636732,1730518
1636732,1696661
1636732,1864825
1636732,110138
1636732,1820828
1636732,1776869
1639590,1853766
1639590,1908391
1639590,1692940
1639590,1799434
1639590,1884236
1639590,1792976
1639590,1724306
1639590,1098424
1642151,1754596
1642151,1768229
1642151,1111558
1642151,1836039
1642151,1140776
1642151,1836617
1642151,1700202
1642151,1796662
1642151,1696237
1642151,1812785
1642151,1868530
1642151,1646099
1642151,3466550
1642151,1094968
1642151,1097796
1642151,110138
1642151,1884383
1642151,1608662
1642151,1845021
1642151,1132095
1644671,488033
1644671,488034
1644671,348520
1644671,112778
1644671,326352
1644671,2004017
1644671,318518
1646977,1665269
1646977,1607335
1649380,93268
1649380,93267
1649380,104131
1649380,2596292
1649380,1488325
1649380,98822
1649380,1472776
1649380,1482820
1649380,1395699
1649380,1507247
1649380,97400
1649380,103987
1649380,1482388
1649380,1492469
1649380,94711
1649380,91928
1649380,1565620
1649380,1494431
1651847,510168
1651847,272698
1651847,536123
1651847,561205
1039175,1122080
1039175,843299
1039175,2346500
1039175,2566838
1039175,1195240
1039175,2262282
1039175,882391
1039175,2547313
1039175,2638546
1039175,1295571
1039175,1373013
1039175,1194966
1039175,1388599
1039175,1453368
1039175,1845302
1039175,2602108
1039175,413181
1039175,3986142
1039175,1240127
1042499,2572681
1042499,1227030
1045445,1590434
1045445,110470
1045445,2442408
1045445,1657265
