citing_opinion_id,cited_opinion_id
1639571,2436706
1639571,1564291
1639571,2429481
1639571,1523599
1639571,2451221
1639571,1784566
1639571,2438581
1642168,1782072
1642168,1617752
1642168,1150394
1642168,1783623
1644688,1862320
1644688,1867748
1644688,1759681
1644688,1671176
1644688,1920444
1644688,1833290
1644688,1958864
1644688,1135248
1644688,1718162
1644688,110138
1644688,1806460
1644688,1935466
1644688,1100348
1646970,111746
1646970,461319
1646970,1595656
1646970,111882
1646970,1515278
1646970,524687
1646970,112145
1646970,410291
1646970,506652
1646970,109725
1646970,110751
1646970,112166
1646970,112296
1646970,1402163
1646970,547498
1646970,416647
1646970,435884
1646970,453293
1646970,465181
1646970,109724
1646970,110899
1646970,470324
1646970,111926
1646970,111415
1646970,112313
1646970,433621
1646970,109627
1646970,523581
1646970,472255
1646970,468162
1646970,472260
1646970,1881925
1646970,508486
1646970,454492
1646970,515529
1646970,503479
1646970,1632588
1646970,498001
1646970,516050
1646970,108406
1646970,406158
1646970,1362519
1646970,110424
1646970,453593
1646970,521948
1646970,445546
1646970,112270
1646970,110560
1646970,109665
1646970,109671
1646970,111593
1646970,495466
1646970,468843
1646970,413485
1039163,1497337
1039163,2288111
1042459,2588536
1042459,1175729
1042459,1246429
1042459,2382070
1042459,2625607
1045434,1057688
1045434,2335650
1048200,1729422
1048200,2333591
1048200,1590488
1048200,2374395
1048200,1881341
1048200,1508575
1050917,2411160
1050917,1060689
1050917,105242
1050917,2465218
1053614,1076425
1053614,1682002
1053614,1055939
1053614,2369417
1056242,2443840
1056242,1780609
1056242,136995
1056242,1591495
1056242,137675
1056242,2411822
1056242,2362968
1056242,1760729
1056242,1740283
1058766,1392755
1058766,1211163
1061347,1067256
1061347,1216632
1061347,1067172
1061347,1349204
1063845,1064000
1063845,1344071
1063845,1067211
1063845,280012
1063845,108111
1063845,1067152
1063845,1059507
1063845,1064757
1063845,1330935
1063845,1310716
1066272,1270368
1066272,1287394
1066272,1060011
1066272,1066980
1066272,1238789
1066272,1395078
1066272,1388264
1066272,1067211
1066272,1260620
1066272,1067152
1066272,1216632
1066272,1342327
1066272,1314520
1066272,1066276
1068530,108800
1068530,1415203
1068530,109221
1068530,1257221
1068530,1257670
1068530,1067400
1068530,1312078
1068530,108272
1068530,1236744
1068530,111779
1068530,107252
1068530,111542
1068530,1067001
1068530,1067078
1068530,1371453
1068530,1226847
1070673,1955363
1070673,1729519
1070673,1635721
1070673,1281772
1070673,3891823
1070673,1657265
1070673,1517560
1070673,2054671
1070673,2379580
1070673,2615901
1070673,1682078
1072667,2443840
1072667,1870305
1072667,1740283
1072667,1637636
1072667,2431025
1072667,1591751
1072667,1525249
1072667,2450122
1072667,1060650
1072667,2372317
1072667,2462832
1072667,1060945
1072667,2436023
1072667,107978
1072667,1653946
1072667,1061017
1072667,110138
1072667,2363163
1072667,1484157
1074504,1522945
1074504,1576163
1074504,2435972
1074504,2406405
1074504,2441991
1074504,2412809
1074504,2418891
1074504,1624207
1074504,1687537
1074504,2403603
1074504,1767383
1076143,1347928
1076143,1265737
1076143,1322890
1076143,1245866
1076143,1269417
1077626,1060650
1077626,2276935
1077626,2465148
1077626,1788991
1078880,2425350
1078880,1060681
1078880,2412691
1078880,1061014
1078880,118298
1078880,2363163
1078880,1525276
1078880,2417054
1078880,1666337
1078880,2435953
1078880,2393640
1078880,1628847
1078880,2427953
1078880,1758647
1078880,2451900
1078880,1668932
1078880,1524805
1078880,2404422
1078880,2429516
1078880,1487180
1078880,2396026
1078880,1506382
1078880,1083095
1078880,1060829
1078880,1060573
1078880,1060581
1078880,2465148
1078880,380014
1078880,3893745
1078880,1669236
1078880,2277242
1078880,1740283
1078880,1653372
1080008,108800
1080008,118277
1080008,2454155
1080008,157579
1080008,536493
1080008,108184
1080008,111834
1080008,2522784
1080008,549026
1080008,110559
1080008,111148
1080008,1060909
1080008,1060655
1080008,1121458
1080008,741175
1080008,110264
1080008,1060923
1080008,111423
1080008,109537
1080008,2565447
1080008,2621047
1080008,1081677
1080008,2429646
1080008,1768015
1039169,2424576
1039169,2305948
1039169,2049023
1629623,1533035
1629623,3974660
1629623,3960326
1629623,3908744
1629623,3943945
1629623,3978507
1629623,1506956
1629623,3970062
1629623,2390765
1629623,3910673
1629623,3925650
1629623,3932419
1629623,3923348
1629623,3940502
1629623,3922201
1629623,3916057
1629623,3933487
1629623,3974813
1629623,1779918
1629623,3930399
1629623,3948321
1629623,3905827
1629623,3950167
1629623,3968041
1629623,3980789
1629623,3918642
1629623,3939374
1629623,3907631
1629623,3920560
1629623,3932593
1629623,3915058
1629623,3972532
1629623,3906613
1629623,3953718
1629623,3901073
1629623,3906361
1629623,3911971
1629623,3947580
1629623,3919293
1629623,3920318
1629623,3913397
1629623,3904064
1629623,3975009
1629623,3950921
1629623,3946190
1629623,3961681
1629623,3966802
1629623,3963939
1629623,3935630
1629623,3936147
1629623,3951959
1629623,2420222
1629623,3950303
1629623,2406625
1629623,3954534
1629623,3917031
1629623,3973224
1629623,2390460
1629623,3961066
1629623,3949159
1629623,3912301
1629623,3936560
1629623,1726579
1629623,3957886
1629623,3963561
1629623,3972600
1629623,3982740
1629623,3907579
1629623,3943550
1632054,1906776
1632054,1410681
1634298,1766029
1634298,1716115
1634298,1783576
1634298,1114654
1634298,1758885
1634298,1919526
1634298,1864878
1634298,1097525
1634298,1094711
1634298,1600313
1634298,1153092
1634298,1722822
1634298,1131207
1634298,1730359
1634298,509013
1634298,1758555
1634298,1113951
1634298,1797600
1634298,3478505
1634298,1138283
1634298,1715699
1634298,1148407
1634298,1751548
1636758,1976964
1636758,1247249
1636758,2033696
1636758,1756716
1636758,2172846
1636758,1593279
1636758,1677120
1636758,2102083
1636758,2065095
1636758,1600970
1636758,2172747
1636758,2053196
1636758,1664720
1636758,1286865
1636758,1763410
1636758,1723219
1636758,1821654
1636758,1763545
1636758,2069978
1636758,1601502
1636758,1656166
1636758,1655782
1636758,1614569
1636758,2101994
1636758,1865207
1639612,1101232
1639612,670748
1639612,1100685
1639612,1633743
1642135,2018658
1642135,2109253
1642135,2110118
1642135,1642129
1642135,1892652
1642135,1856427
1642135,1642604
1642135,1643535
1642135,1303143
1642135,2207345
1642135,1818796
1642135,1662422
1642135,1594840
1642135,1246236
1644716,1909632
1644716,1688514
1644716,1714766
1644716,1108847
1646970,1686898
1646970,406515
1646970,504948
1646970,510326
1646970,374907
1646970,108284
1646970,518506
1646970,523221
1649411,1149515
1649411,1778468
1649411,1849445
1649411,1787857
1649411,1149032
1649411,1741641
1649411,1698698
1649411,1766923
1649411,1742287
1649411,1088200
1649411,1799032
1649411,1728147
1649411,1089652
1649411,1798968
1649411,1909497
1649411,1703290
1649411,1756349
1649411,1692030
1651847,103680
1651847,108523
1651847,102439
1651847,465259
1651847,538571
1651847,513932
1651847,447570
1651847,110994
1651847,112143
1651847,102459
1651847,508818
1651847,445069
1651847,110997
1651847,525654
1651847,111575
1039170,106739
1039170,2169494
1042478,2245121
1042478,1320524
1042478,2122710
1045430,1377348
1045430,1509090
1045430,1752204
1045430,1672350
1048183,1764960
1048183,1058945
1048183,2449782
1048183,1057702
1048183,2105831
1048183,1751575
1048183,1080554
1048183,1073399
1048183,2388306
1048183,1060973
1048183,1742681
1048183,1404877
1048183,2375472
1048183,1525778
1048183,1450323
1048183,1513718
1048183,1439385
1048183,2173273
1048183,2105807
1048183,2441758
1050918,2443840
1050918,1060945
1050918,110138
1050918,1484157
1050918,1058543
1053623,2458720
1053623,1673608
1053623,2459753
1053623,2435979
1053623,2438670
1053623,1058772
1056235,1060512
1056235,111170
1056235,1078019
1056235,1060593
1056235,1678167
1056235,2388301
1056235,1769614
1056235,2437821
1056235,1060440
1056235,1766261
1056235,2363351
1056235,1061016
1056235,1083642
1056235,2277242
1058771,1326819
1058771,1326694
1058771,1343943
1058771,1059950
1058771,1390614
1058771,1059934
1061341,2108769
1061341,434903
1061341,494157
1061341,1058797
1061341,1057878
1061341,348631
1061341,1289371
1061341,1332063
1063850,1066498
1063850,1067313
1063850,1065095
1063850,1378018
1063850,1064623
1063850,1391473
1063850,1399554
1063850,1359194
1066286,1409360
1066286,1376448
1066286,1218003
1066286,1261417
1068536,1072251
1068536,1678373
1068536,1074517
1068536,2276935
1068536,2371336
1068536,3894602
1068536,2425267
1068536,2381070
1068536,1745552
1068536,1532530
1068536,1428979
1068536,2372597
1068536,1566104
1068536,2454905
1068536,2443967
1068536,1060490
1068536,1732830
1068536,3892213
1070683,1409360
1070683,1068441
1070683,1336504
1070683,1257416
1072692,1060512
1072692,1083904
1072692,1616611
1072692,1060938
1072692,2441885
1072692,2459031
1072692,1060440
1072692,2277242
1072692,2437821
1072692,1631135
